stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,vehicle_type
0170SGA56567,sglpwaj,"Ram Hill, Greenacres Park (N-bound, Unmarked)",51.51839,-2.46497,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGA56567,3
0170SGA56568,sglpwap,"Severn Beach, Govier Way (SE-bound)",51.54922,-2.64682,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGA56568,3
0170SGA56569,sglpwat,"Blackhorse, Treatment Centre (E-bound)",51.50376,-2.48318,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGA56569,3
0170SGA56570,sglpwaw,"Abbey Wood, UWE Entrance North (S-bound)",51.50419,-2.54955,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGA56570,3
0170SGB20001,sglgtpm,"Emersons Green, Bett's Green (N-bound)",51.49386,-2.47672,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20001,3
0170SGB20002,sglgtdj,"Emersons Green, Bromfield Walk (NW-bound)",51.49547,-2.48034,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20002,3
0170SGB20003,sglgpmt,"Emersons Green, Meadgate (NW-bound)",51.49649,-2.48289,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20003,3
0170SGB20005,sglgpdt,"Mangotsfield, Jubilee Crescent (S-bound)",51.49197,-2.48562,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20005,3
0170SGB20014,sgldwgp,"Staple Hill, Teewell Hill (W-bound)",51.48087,-2.50192,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20014,3
0170SGB20040,sglgjtp,"New Cheltenham, The Made For Ever (W-bound)",51.46743,-2.48976,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20040,3
0170SGB20041,sglgdmd,"New Cheltenham, Pinewood (W-bound)",51.46706,-2.49418,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20041,3
0170SGB20051,sglgjmg,"New Cheltenham, The Ride (S-bound)",51.46759,-2.49087,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20051,3
0170SGB20052,sglgadm,"Kingswood, Cennick Avenue (S-bound)",51.46536,-2.49962,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20052,3
0170SGB20053,sgldwpm,"Kingswood, Cennick Avenue (N-bound)",51.46524,-2.49986,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20053,3
0170SGB20054,sgldwtm,"Kingswood, Kingswood Health Centre (S-bound)",51.46392,-2.49969,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20054,3
0170SGB20055,sgldwpt,"Kingswood, Kingswood Health Centre (N-bound)",51.4629,-2.49981,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20055,3
0170SGB20056,sglgajw,"Kingswood, Kingswood Health Centre (W-bound)",51.46307,-2.49868,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20056,3
0170SGB20057,sglgatj,"Kingswood, Shortwoood Drive (E-bound)",51.4637,-2.49707,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20057,3
0170SGB20058,sglgatm,"Kingswood, Shortwood Drive (W-bound)",51.46368,-2.49689,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20058,3
0170SGB20059,sglgdjm,"Kingswood, Honeyhill Road (W-bound)",51.46425,-2.4948,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20059,3
0170SGB20060,sglgdmp,"Kingswood, Honeyhill Road (NE-bound)",51.4645,-2.49438,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20060,3
0170SGB20061,sglgjdt,"New Cheltenham, Holly Green (SW-bound)",51.46575,-2.49182,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20061,3
0170SGB20062,sglgjga,"New Cheltenham, Holly Green (N-bound)",51.46603,-2.49168,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20062,3
0170SGB20063,sglgjgt,"New Cheltenham, The Ride (N-bound)",51.46802,-2.49115,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20063,3
0170SGB20064,sglgdwt,"New Cheltenham, Champion Road (NW-bound)",51.46949,-2.49242,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20064,3
0170SGB20065,sglgdgm,"New Cheltenham, Highview Road (NW-bound)",51.47038,-2.49557,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20065,3
0170SGB20066,sglgajg,"Soundwell, Pool Road (N-bound)",51.47278,-2.49899,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20066,3
0170SGB20067,sgldtwa,"Soundwell, St Stephens Close (E-bound)",51.47437,-2.50241,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20067,3
0170SGB20068,sgldpwp,"Soundwell, Kingswood Leisure Centre (W-bound)",51.47296,-2.50625,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20068,3
0170SGB20069,sgldtja,"Mangotsfield, Christchurch School (SW-bound)",51.48577,-2.50501,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20069,3
0170SGB20071,sgldptj,"Staple Hill, The Portcullis (S-bound)",51.48036,-2.50684,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20071,3
0170SGB20072,sgldpmp,"Staple Hill, The Portcullis (N-bound)",51.48019,-2.50708,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20072,3
0170SGB20073,sgldpjw,"Staple Hill, Portland Street (S-bound)",51.47691,-2.50779,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20073,3
0170SGB20074,sgldpjg,"Staple Hill, Portland Street (N-bound)",51.47687,-2.50809,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20074,3
0170SGB20075,sgldpdp,"Soundwell, The Turnpike (SW-bound)",51.47274,-2.50844,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20075,3
0170SGB20076,sgldpap,"Soundwell, The Turnpike (NE-bound)",51.47279,-2.50867,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20076,3
0170SGB20077,sgldmpm,"Soundwell, The Waterworks (S-bound)",51.47017,-2.51004,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20077,3
0170SGB20078,sgldmjg,"Soundwell, The Waterworks (N-bound)",51.46969,-2.51036,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20078,3
0170SGB20079,sgldmgd,"New Cheltenham, Morley Terrace (S-bound)",51.46732,-2.51095,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20079,3
0170SGB20081,sgldmjd,"Kingswood, Cross Street (S-bound)",51.46565,-2.51052,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20081,3
0170SGB20082,sgldtdw,"Kingswood, Orchard Road (S-bound)",51.45984,-2.50537,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20082,3
0170SGB20083,sgldpmg,"Kingswood, Douglas Road (SW-bound)",51.45746,-2.50748,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20083,3
0170SGB20084,sgldmwp,"Hanham, The Terracotta (S-bound)",51.45512,-2.50895,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20084,3
0170SGB20085,sgldjpw,"Hanham, Mount Hill Road (S-bound)",51.45205,-2.5135,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20085,3
0170SGB20086,sgldjmd,"Hanham, Martins Road (W-bound)",51.44868,-2.51588,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20086,3
0170SGB20087,sgldgwa,"Hanham, The Maypole (W-bound)",51.44993,-2.5186,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20087,3
0170SGB20088,sgldgpm,"Hanham, Church Road (S-bound)",51.44988,-2.52043,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20088,3
0170SGB20089,sgldgjp,"Hanham, Launceston Avenue (S-bound)",51.44655,-2.52223,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20089,3
0170SGB20090,sgldgma,"Hanham, Memorial Close (S-bound)",51.44455,-2.52174,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20090,3
0170SGB20091,sgldgmw,"Hanham, Samuel White Road (SE-bound)",51.44141,-2.52098,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20091,3
0170SGB20092,sgldgtg,"Hanham, Hanham Common (NE-bound)",51.43989,-2.51912,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20092,3
0170SGB20093,sgldjgp,"Hanham, Willow Road (E-bound)",51.44088,-2.51598,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20093,3
0170SGB20095,sgldjtj,"Hanham, Hanham Hall (NE-bound)",51.44308,-2.51322,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20095,3
0170SGB20096,sgldmdw,"Hanham, Abbots Avenue (NE-bound)",51.44496,-2.51092,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20096,3
0170SGB20097,sgldmta,"Hanham, The Blue Bowl (SW-bound)",51.44594,-2.50955,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20097,3
0170SGB20098,sgldmdj,"Hanham, Abbots Avenue (SW-bound)",51.44437,-2.51146,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20098,3
0170SGB20099,sgldjpt,"Hanham, Hanham Hall (SW-bound)",51.44245,-2.5136,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20099,3
0170SGB20100,sgldjgj,"Hanham, Willow Road (W-bound)",51.44065,-2.5163,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20100,3
0170SGB20101,sgldgpw,"Hanham, Hanham Common (N-bound)",51.44021,-2.52005,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20101,3
0170SGB20102,sgldgmj,"Hanham, Samuel White Road (N-bound)",51.44169,-2.5214,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20102,3
0170SGB20103,sgldgjt,"Hanham, Memorial Close (N-bound)",51.44476,-2.5219,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20103,3
0170SGB20104,sgldgjm,"Hanham, Launceston Avenue (N-bound)",51.44677,-2.52235,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20104,3
0170SGB20105,sgldgpd,"Hanham, Church Road (N-bound)",51.44999,-2.52059,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20105,3
0170SGB20106,sgldgwj,"Hanham, The Maypole (SE-bound)",51.45011,-2.51866,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20106,3
0170SGB20107,sgldjgd,"Hanham, Chapel Road (N-bound)",51.44936,-2.51637,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20107,3
0170SGB20108,sgldjpj,"Hanham, Mount Hill Road (N-bound)",51.45237,-2.51342,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20108,3
0170SGB20109,sgldmwt,"Hanham, The Terracotta (N-bound)",51.45548,-2.50892,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20109,3
0170SGB20110,sgldpjm,"Kingswood, Douglas Road (N-bound)",51.45727,-2.50786,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20110,3
0170SGB20111,sgldtdm,"Kingswood, Orchard Road (N-bound)",51.45972,-2.50554,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20111,3
0170SGB20112,sgldtdt,"Kingswood, Kingswood Post Office (N-bound)",51.46131,-2.50553,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20112,3
0170SGB20113,sgldpmd,"Kingswood, Cecil Road (SW-bound)",51.46131,-2.50717,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20113,3
0170SGB20114,sgldpdj,"Kingswood, Moravian Road (Stop C)",51.46228,-2.50841,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20114,3
0170SGB20115,sgldpat,"Kingswood, Kings Chase Centre (Stop B)",51.46265,-2.50919,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20115,3
0170SGB20116,sgldpag,"Kingswood, Kings Chase Centre (Stop A)",51.46276,-2.50922,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20116,3
0170SGB20117,sgldmgw,"Kingswood, Cross Street (N-bound)",51.46518,-2.5108,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20117,3
0170SGB20120,sgldptp,"Staple Hill, Victoria Street (N-bound)",51.48347,-2.50654,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20120,3
0170SGB20121,sgldtjw,"Downend, Christchurch School (N-bound)",51.4863,-2.50486,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20121,3
0170SGB20123,sgldtgj,"Kingswood, Clock Tower (E-bound)",51.46253,-2.50503,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20123,3
0170SGB20124,sgldwjg,"Kingswood, o/s Civic Centre",51.46218,-2.50105,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20124,3
0170SGB20125,sglgajt,"Kingswood, opp Kingswood Library",51.46211,-2.4989,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20125,3
0170SGB20126,sglgdjt,"Kingswood, Woodstock Road (E-bound)",51.46152,-2.49444,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20126,3
0170SGB20127,sglgmpd,"Kingswood, Tennis Court Inn (E-bound)",51.46067,-2.48769,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20127,3
0170SGB20128,sglgtap,"Warmley, Baden Road (E-bound)",51.46012,-2.47983,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20128,3
0170SGB20129,sglgtwj,"Warmley, Station Road (E-bound)",51.45985,-2.47536,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20129,3
0170SGB20130,sglgtpa,"Warmley, The Grange School (S-bound)",51.45775,-2.47626,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20130,3
0170SGB20131,sglgtpt,"Warmley, St Ivel Way (S-bound)",51.45302,-2.47568,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20131,3
0170SGB20132,sglgtmd,"Cadbury Heath, Tower Road South (S-bound)",51.44935,-2.47767,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20132,3
0170SGB20133,sglgpwj,"Cadbury Heath, Park Road (W-bound)",51.44643,-2.48055,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20133,3
0170SGB20134,sglgpma,"Cadbury Heath, Newton Road Shops (N-bound)",51.44595,-2.48327,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20134,3
0170SGB20136,sglgptd,"Cadbury Heath, Park Crescent (S-bound)",51.44645,-2.48229,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20136,3
0170SGB20137,sglgtga,"Cadbury Heath, Park Road (E-bound)",51.44661,-2.47958,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20137,3
0170SGB20138,sglgtjt,"Cadbury Heath, Tower Road South (N-bound)",51.44957,-2.4779,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20138,3
0170SGB20139,sglgtpg,"Warmley, St Ivel Way (N-bound)",51.45442,-2.47589,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20139,3
0170SGB20140,sglgtmt,"Warmley, The Grange School (N-bound)",51.45715,-2.47653,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20140,3
0170SGB20141,sglgtwd,"Warmley, Station Road (NE-bound)",51.45938,-2.4755,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20141,3
0170SGB20142,sglgpwd,"Warmley, Baden Road (W-bound)",51.45997,-2.48129,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20142,3
0170SGB20143,sglgmtd,"Kingswood, Tennis Court Inn (W-bound)",51.46035,-2.48685,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20143,3
0170SGB20144,sglgjdj,"Kingswood, Fussell Court (W-bound)",51.46104,-2.49168,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20144,3
0170SGB20146,sglgamd,"Kingswood, o/s Kingswood Library",51.46196,-2.49838,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20146,3
0170SGB20147,sgldwja,"Kingswood, opp Civic Centre",51.46207,-2.50132,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20147,3
0170SGB20149,sgldtjd,"Kingswood, Russell Avenue (E-bound)",51.45785,-2.50479,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20149,3
0170SGB20150,sglgaga,"Kingswood, Courtney Road School (E-bound)",51.45706,-2.49937,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20150,3
0170SGB20151,sglgdgt,"Warmley Hill, Bredon Close (E-bound)",51.45653,-2.495,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20151,3
0170SGB20152,sglgdpa,"Kingswood, Lintham Drive (S-bound)",51.45463,-2.49358,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20152,3
0170SGB20153,sglgjam,"Kingswood, Westons Way (NE-bound)",51.45426,-2.49175,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20153,3
0170SGB20154,sglgjpw,"Kingswood, Ashford Way (E-bound)",51.45506,-2.48978,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20154,3
0170SGB20155,sglgjtd,"Kingswood, Ashford Way (W-bound)",51.455,-2.48956,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20155,3
0170SGB20156,sglgdpj,"Kingswood, Lintham Drive (N-bound)",51.4551,-2.49388,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20156,3
0170SGB20157,sglgdmt,"Kingswood, Bredon Close (W-bound)",51.45626,-2.49362,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20157,3
0170SGB20158,sglgadg,"Kingswood, Courtney Road School (W-bound)",51.45693,-2.49954,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20158,3
0170SGB20159,sgldtpm,"Kingswood, Russell Avenue (W-bound)",51.45755,-2.50389,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20159,3
0170SGB20160,sgldtag,"Kingswood, Russell Avenue (N-bound)",51.4567,-2.50591,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20160,3
0170SGB20161,sgldtdg,"Kingswood, Russell Avenue (S-bound)",51.45649,-2.50587,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20161,3
0170SGB20162,sgldptw,"Kingswood, Pettigrove Road (N-bound)",51.45471,-2.50619,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20162,3
0170SGB20163,sgldpwj,"Kingswood, Pettigrove Road (S-bound)",51.45463,-2.506,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20163,3
0170SGB20164,sgldtat,"Kingswood, Mounthill Road (N-bound)",51.45205,-2.50554,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20164,3
0170SGB20165,sgldmwg,"Kingswood, Hanham Mount (E-bound)",51.45142,-2.50892,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20165,3
0170SGB20166,sgldmwj,"Kingswood, Hanham Mount (W-bound)",51.45128,-2.50888,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20166,3
0170SGB20167,sgldpwd,"Hanham, Woodcote (W-bound)",51.45155,-2.50604,http://www.transportdirect.info/web2/journeyplanning/StopInformationlandingpage.aspx?et=si&id=GTDF&ef=m&st=n&sd=0170SGB20167,3
